No Revisions Needed,No Revision Email Sent,Revisions Needed,Revision Email Sent,Revisions Recieved,Revisions Incorporated,grant_id,grantee_name,Grantee First Name,Grantee Last Name,Grantee Email,FPO Name,FPO Email,gpra_1_target_y2,gpra_1_actual_y2,gpra_2_target_y2,gpra_2_actual_y2,gpra_3_target_y2_ratio,gpra_3_actual_y2_ratio,gpra_4_target_y2,gpra_4_actual_y2,gpra_5_target_y2,gpra_5_actual_y2,Revisions Needed?,Type of Revisions Needed,Has the Executive Summary been included?,GPRA 1 Explanation of Progress,GPRA 2 Explanation of Progress,GPRA 3 Explanation of Progress,GPRA 4 Explanation of Progress,GPRA 5 Explanation of Progress,Column32,Column33,Modified By,Modified,gpra_3_target_y2,gpra_3_actual_y2,meeting_targets
1.0,1.0,,,,,S184H99001052,Thornfield Unified School District,Blake,Taylor,blake.taylor@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,7.0,57.0,11.0,79.0,202415/728,202415/728,30.0,4.0,202415.0,202415.0,No,,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Chris Nguyen,2025-06-02 07:02:51,278.0425824175824,278.0425824175824,5
1.0,1.0,,,,,S184H99001053,Underhill City Schools,Hayden,Thomas,hayden.thomas@example.edu,"Patel, Sam",sam.patel@agency.gov,14.0,14.0,7.0,7.0,21/7703,21/7703,2.0,2.0,2648.0,2648.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Sam Patel,2025-06-02 07:02:51,366.8095238095238,366.8095238095238,5
1.0,1.0,,,,,S184H99001054,Valewood County School District,Cameron,Jackson,cameron.jackson@example.edu,"Kim, Terry",terry.kim@agency.gov,1.0,2.0,2.0,2.0,4209/13,4209/13,0.0,1.0,4209.0,4209.0,No,none,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Terry Kim,2025-06-02 07:02:51,323.7692307692308,323.7692307692308,4
1.0,1.0,,,,,S184H99001055,Whitmore Public Schools,Peyton,White,peyton.white@example.edu,"Chen, Pat",pat.chen@agency.gov,11.0,11.0,11.0,11.0,7213/17,7213/17,0.0,0.0,2268.0,2268.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Pat Chen,2025-06-02 07:02:51,424.2941176470589,424.2941176470589,5
1.0,1.0,,,,,S184H99001056,Foxgate Unified School District,Sydney,Harris,sydney.harris@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,6.0,1.0,18.0,18.0,2741/18,2741/18,0.0,0.0,2741.0,2741.0,No,none,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start and end of the reporting period.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Jamie Martinez,2025-06-02 07:02:51,152.27777777777777,152.27777777777777,4
1.0,1.0,,,,,S184H99001057,Coldwater City Schools,Harper,Martin,harper.martin@example.edu,"Robinson, Robin",robin.robinson@agency.gov,0.0,1.0,0.0,1.0,13000/0,13000/14,0.0,0.0,5200.0,8680.0,No,none,Yes,"Yes, includes number of providers","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Robin Robinson,2025-06-02 07:02:51,0.0,928.5714285714286,5
1.0,1.0,,,,,S184H99001058,Driftwood County School District,Emerson,Thompson,emerson.thompson@example.edu,"Clark, Jesse",jesse.clark@agency.gov,8.0,12.0,6.0,8.0,10148/8,10148/12,2.0,4.0,10148.0,10148.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Jesse Clark,2025-06-02 07:02:51,1268.5,845.6666666666666,3
1.0,1.0,,,,,S184H99001059,Emberfield Public Schools,Logan,Lee,logan.lee@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,3.0,3.0,67.0,76.0,21261/77,21030/76,0.0,1.0,392.0,21030.0,No,none,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Kendall Lewis,2025-06-02 07:02:51,276.1168831168831,276.7105263157895,4
1.0,1.0,,,,,S184H99001060,Ferndale Unified School District,Finley,Walker,finley.walker@example.edu,"Young, Skyler",skyler.young@agency.gov,24.0,24.0,24.0,22.0,10800/24,10811/24,0.0,2.0,10800.0,10811.0,No,none,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Skyler Young,2025-06-02 07:02:51,450.0,450.4583333333333,3
1.0,1.0,,,,,S184H99001061,Goldcrest City Schools,Alex,Smith,alex.smith@example.edu,"Rivera, Dana",dana.rivera@agency.gov,8.0,5.0,27.0,21.0,2092/27,2092/26,0.0,0.0,2092.0,1642.0,No,GPRA 4 (attrition) was taken from EOP; grantee reported retention in the table rather than attrition.,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Dana Rivera,2025-06-02 07:02:51,77.48148148148148,80.46153846153847,2
1.0,1.0,,,,,S184H99001062,Hawthorne County School District,Jordan,Johnson,jordan.johnson@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,75.0,85.0,788.0,740.0,224538/820,224631/822,0.0,5.0,56700.0,143171.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Chris Nguyen,2025-06-02 07:02:51,273.82682926829267,273.27372262773724,2
1.0,1.0,,,,,S184H99001063,Irongate Public Schools,Morgan,Williams,morgan.williams@example.edu,"Patel, Sam",sam.patel@agency.gov,2.0,1.0,3.0,3.0,19000/5,19000/4,0.0,0.0,1217.0,887.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Sam Patel,2025-06-02 07:02:51,3800.0,4750.0,3
1.0,1.0,,,,,S184H99001064,Junipervale Unified School District,Taylor,Brown,taylor.brown@example.edu,"Kim, Terry",terry.kim@agency.gov,22.0,20.0,23.0,25.0,13323/23,13198/26,2.0,1.0,1282.0,8706.0,No,Reported GPRA 4 as a percent; I was able to calculate whole number target and actual from EOP,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Terry Kim,2025-06-02 07:02:51,579.2608695652174,507.61538461538464,3
,,1.0,1.0,1.0,1.0,S184H99001065,Keystonebridge City Schools,Casey,Jones,casey.jones@example.edu,"Chen, Pat",pat.chen@agency.gov,12.0,2.0,12.0,12.0,19489/12,19489/14,0.0,0.0,3196.0,1087.0,No,Attrition target does not match info in explanation,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Pat Chen,2025-06-04 08:07:21,1624.0833333333333,1392.071428571429,2
,,1.0,1.0,1.0,1.0,S184H99001066,Lakecrest County School District,Riley,Garcia,riley.garcia@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,5.0,5.0,23.0,23.0,300/1,3878/24,0.0,0.0,800.0,750.0,No,GPRA 3 ratios are simplified and cannot be calculated from EOP,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Jamie Martinez,2025-06-05 07:25:46,300.0,161.58333333333334,3
,,1.0,1.0,1.0,1.0,S184H99001067,Marblehill Public Schools,Avery,Miller,avery.miller@example.edu,"Robinson, Robin",robin.robinson@agency.gov,4.0,4.0,9.0,9.0,1129/9,1129/9,1.0,1.0,386.0,386.0,Yes,GPRA 4 and 5 - Attrition number and total student numbers do not match data listed in the Explanation of Progress data. Confirmed with grantees resubmission that the E of Progress data is aligned with the GPRA table.,No,"Yes, includes number of providers","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","No, includes neither.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Robin Robinson,2025-06-05 07:58:46,125.44444444444444,125.44444444444444,5
,,1.0,1.0,1.0,1.0,S184H99001068,Northstar Unified School District,Quinn,Davis,quinn.davis@example.edu,"Clark, Jesse",jesse.clark@agency.gov,15.0,17.0,12.0,16.0,6832/48,6832/33,3.0,2.0,6832.0,7391.0,Yes,"GPRA 1, GPRA 2 targets are for life of grant. GPRA 1 explanation states target of 15 for year 2. GPRA 4 - target attrition differs from explanation. GPRA 5 total differs from explanation.",Yes,"Yes, includes number of providers","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Jesse Clark,2025-06-05 08:10:56,142.33333333333334,207.03030303030303,5
,,1.0,1.0,1.0,1.0,S184H99001069,Orchard City Schools,Drew,Wilson,drew.wilson@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,3.0,4.0,49.0,49.0,156/1,155/1,0.0,1.0,8049.0,8049.0,Yes,GPRA 3 data is not interpretable from the information provided in the table or EOP,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","No, does not include the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Kendall Lewis,2025-06-05 08:48:48,156.0,155.0,3
,,1.0,1.0,1.0,1.0,S184H99001070,Pinebrook County School District,Reese,Moore,reese.moore@example.edu,"Young, Skyler",skyler.young@agency.gov,8.0,3.0,4.0,4.0,10958/39,10958/53,4.0,0.0,328.0,388.0,Maybe,Incorrect understanding of attrition - took information from EOP vs. number in the GPRA table to report attrition.,Yes,"Yes, includes both","No, does not include information about strategies used to support retention","No, does not include the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start and end of the reporting period.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Skyler Young,2025-06-05 09:01:02,280.9743589743589,206.75471698113208,3
,,1.0,1.0,1.0,1.0,S184H99001071,Quarryside Public Schools,Sage,Anderson,sage.anderson@example.edu,"Rivera, Dana",dana.rivera@agency.gov,18.0,6.0,18.0,12.0,18802/75,18802/56,0.0,6.0,18802.0,18802.0,Yes,GPRA 3 targets and actual performance data should not be simplified fractions. The grantee should also provide raw numbers for GPRA 5 target and actual performance data.,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Dana Rivera,2025-06-06 10:08:41,250.69333333333333,335.75,2
,,1.0,1.0,1.0,1.0,S184H99001072,Rivergate Unified School District,Blake,Taylor,blake.taylor@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,4.0,2.0,17.0,18.0,500/1,6512/18,2.0,0.0,2252.0,6512.0,Yes,"GPRA 4 Explanation of Progress needs to include any of the following: number of providers at beginning of the period, end of period, number leaving, or reason(s) for attrition.",Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","No, includes neither.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Chris Nguyen,2025-06-06 10:12:17,500.0,361.77777777777777,3
,,1.0,1.0,1.0,1.0,S184H99001073,Stonecrest City Schools,Hayden,Thomas,hayden.thomas@example.edu,"Patel, Sam",sam.patel@agency.gov,7.0,7.0,17.0,17.0,1996/27,1996/27,5.0,5.0,1996.0,1996.0,Maybe,Do not see Executive Summary - but it seems to be linked (and I cannot open it).,No,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Sam Patel,2025-06-09 07:05:16,73.92592592592592,73.92592592592592,5
,,1.0,1.0,1.0,1.0,S184H99001074,Tidewater County School District,Cameron,Jackson,cameron.jackson@example.edu,"Kim, Terry",terry.kim@agency.gov,4.0,4.0,7.0,5.0,769/5,769/5,8.0,3.0,775.0,414.0,Yes,GPRA1: Only Year 2 data needed; GPRA4: Verify accuracy regarding attrition.,Yes,"Yes, includes successes and challenges","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start and end of the reporting period.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Terry Kim,2025-06-09 06:58:28,153.8,153.8,3
,,1.0,1.0,1.0,1.0,S184H99001075,Upperfield Public Schools,Peyton,White,peyton.white@example.edu,"Chen, Pat",pat.chen@agency.gov,6.0,6.0,6.0,0.0,63190/224,63333/246,0.0,0.0,240.0,1007.0,,,,,,,,,,,Pat Chen,2025-06-10 09:26:02,282.0982142857143,257.4512195121951,3
,,1.0,1.0,1.0,1.0,S184H99001076,Vantage Unified School District,Sydney,Harris,sydney.harris@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,3.0,3.0,12.0,8.0,800/7,947/7,0.0,0.0,800.0,947.0,Maybe,EOP submitted. - SBG,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","No, includes neither.","No, does not include what services were provided and how how grant or matching funds supported them.",,,Jamie Martinez,2025-06-17 07:09:56,114.28571428571428,135.28571428571428,4
,,1.0,1.0,1.0,1.0,S184H99001077,Westmoor City Schools,Harper,Martin,harper.martin@example.edu,"Robinson, Robin",robin.robinson@agency.gov,7.0,8.0,6.0,6.0,718/1,8556/14,1.0,2.0,195.0,650.0,Maybe,"Attrition - data in table appears incorrect.  Actual Performance Data for attrition was available within EOP, but did not have a target.",Yes,"Yes, includes both","No, does not include information about strategies used to support retention","No, does not include the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Robin Robinson,2025-06-17 07:09:56,718.0,611.1428571428571,3
,,1.0,1.0,1.0,1.0,S184H99001078,Xanadu County School District,Emerson,Thompson,emerson.thompson@example.edu,"Clark, Jesse",jesse.clark@agency.gov,18.0,24.0,200.0,137.0,"134,303/268","134,303/389",0.0,40.0,6000.0,20730.0,Yes,"GPRA 3 provide target numbers- for 2024 (not a simplified ratio) and GPRA 4, verify the attrition number of 58 is correct (that is the number of providers who left their position in 2024.",Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Jesse Clark,2025-06-17 07:09:56,501.1305970149254,345.2519280205656,2
,,1.0,1.0,1.0,1.0,S184H99001079,Yellowstone Public Schools,Logan,Lee,logan.lee@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,8.0,9.0,11.0,10.0,20500/21,20782/19,1.0,2.0,400.0,587.0,Yes,,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Kendall Lewis,2025-06-17 07:09:56,976.190476190476,1093.7894736842106,3
,,1.0,1.0,1.0,1.0,S184H99001080,Zion Unified School District,Finley,Walker,finley.walker@example.edu,"Young, Skyler",skyler.young@agency.gov,5.0,13.0,15.0,23.0,400/1,300/1,6.0,10.0,440.0,15828.0,Yes,Missing table and data for GPRA 1 -submit Target and Actual data,Yes,"No, includes neither","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Skyler Young,2025-06-16 06:23:27,400.0,300.0,3
,,1.0,1.0,1.0,1.0,S184H99001081,Arcadia City Schools,Alex,Smith,alex.smith@example.edu,"Rivera, Dana",dana.rivera@agency.gov,5.0,5.0,5.0,5.0,16/3200,19/3200,0.0,0.0,2842.0,3157.0,Yes,GPRA 3 - ratio data are simplified (target and actual),Yes,"Yes, includes number of providers","No, does not include information about strategies used to support retention","No, does not include the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Dana Rivera,2025-06-17 07:09:56,200.0,168.42105263157896,4
,,1.0,1.0,1.0,1.0,S184H99001082,Birchwood County School District,Jordan,Johnson,jordan.johnson@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,4.0,4.0,24.0,23.0,4760/28,5040/28,0.0,1.0,4760.0,5391.0,Yes,Attrition (GPRA 4) needs revision,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Chris Nguyen,2025-06-18 07:47:59,170.0,180.0,3
,,1.0,1.0,1.0,1.0,S184H99001083,Coldspring Public Schools,Morgan,Williams,morgan.williams@example.edu,"Patel, Sam",sam.patel@agency.gov,1.0,2.0,17.0,17.0,310/1,5973/25,0.0,0.0,775.0,1790.0,No,,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,Sam Patel,2025-06-19 10:32:14,310.0,238.92,4
,,1.0,1.0,1.0,1.0,S184H99001084,Dawnfield Unified School District,Taylor,Brown,taylor.brown@example.edu,"Kim, Terry",terry.kim@agency.gov,1.0,1.0,3.0,3.0,252/4,252/4,0.0,0.0,252.0,252.0,No,,,,,,,,,,Terry Kim,2025-06-18 07:47:59,63.0,63.0,5
,,,,,,S184H99001085,Edgewood City Schools,Casey,Jones,casey.jones@example.edu,"Chen, Pat",pat.chen@agency.gov,3.0,7.0,15.0,15.0,,2268/25,0.0,0.0,250.0,342.0,No,"Cover Letter as Executive Summary, GPRA data missing",Yes,"Yes, includes both","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","No, does not include what services were provided and how how grant or matching funds supported them.",justin.kotoris@wisc.edu,06/18/25 8:45 AM,Pat Chen,2025-06-19 10:29:06,0.0,90.72,5
