No Revisions Needed,No Revision Email Sent,Revisions Needed,Revision Email Sent,Revisions Recieved,Revisions Incorporated,grant_id,grantee_name,Grantee First Name,Grantee Last Name,Grantee Email,FPO Name,FPO Email,gpra_1_target_y2,gpra_1_actual_y2,gpra_2_target_y2,gpra_2_actual_y2,gpra_3_target_y2_ratio,gpra_3_actual_y2_ratio,gpra_4_target_y2,gpra_4_actual_y2,gpra_5_target_y2,gpra_5_actual_y2,Revisions Needed?,Type of Revisions Needed,Has the Executive Summary been included?,GPRA 1 Explanation of Progress,GPRA 2 Explanation of Progress,GPRA 3 Explanation of Progress,GPRA 4 Explanation of Progress,GPRA 5 Explanation of Progress,Column32,Column33,Modified By,Modified,gpra_3_target_y2,gpra_3_actual_y2,meeting_targets
1.0,1.0,,,,,S184H99004057,Driftwood County School District,Pat,Torres,pat.torres@example.edu,"Robinson, Robin",robin.robinson@agency.gov,7.0,57.0,11.0,79.0,728/202415,728/202415,30.0,4.0,202415.0,202415.0,No,,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,278.0425824175824,278.0425824175824,5
1.0,1.0,,,,,S184H99004058,Emberfield Public Schools,Dana,Nguyen,dana.nguyen@example.edu,"Clark, Jesse",jesse.clark@agency.gov,14.0,14.0,7.0,7.0,21/7703,21/7703,2.0,2.0,2648.0,2648.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,366.8095238095238,366.8095238095238,5
1.0,1.0,,,,,S184H99004061,Hawthorne County School District,Alex,Smith,alex.smith@example.edu,"Rivera, Dana",dana.rivera@agency.gov,1.0,2.0,2.0,2.0,13/4209,13/4209,0.0,1.0,4209.0,4209.0,No,none,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,323.7692307692308,323.7692307692308,4
1.0,1.0,,,,,S184H99004062,Irongate Public Schools,Jordan,Johnson,jordan.johnson@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,11.0,11.0,11.0,11.0,17/7213,17/7213,0.0,0.0,2268.0,2268.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,424.29411764705884,424.29411764705884,5
1.0,1.0,,,,,S184H99004063,Junipervale Unified School District,Morgan,Williams,morgan.williams@example.edu,"Patel, Sam",sam.patel@agency.gov,6.0,1.0,18.0,18.0,18/2741,18/2741,0.0,0.0,2741.0,2741.0,No,none,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start and end of the reporting period.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,152.27777777777777,152.27777777777777,4
1.0,1.0,,,,,S184H99004064,Keystonebridge City Schools,Taylor,Brown,taylor.brown@example.edu,"Kim, Terry",terry.kim@agency.gov,0.0,1.0,0.0,1.0,0/13000,14/13000,0.0,0.0,5200.0,8680.0,No,none,Yes,"Yes, includes number of providers","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,0.0,928.5714285714286,5
1.0,1.0,,,,,S184H99004065,Lakecrest County School District,Casey,Jones,casey.jones@example.edu,"Chen, Pat",pat.chen@agency.gov,8.0,12.0,6.0,8.0,8/10148,12/10148,2.0,4.0,10148.0,10148.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,1268.5,845.6666666666666,3
1.0,1.0,,,,,S184H99004066,Marblehill Public Schools,Riley,Garcia,riley.garcia@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,3.0,3.0,67.0,76.0,77/21261,76/21030,0.0,1.0,392.0,21030.0,No,none,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,276.1168831168831,276.7105263157895,4
1.0,1.0,,,,,S184H99004067,Northstar Unified School District,Avery,Miller,avery.miller@example.edu,"Robinson, Robin",robin.robinson@agency.gov,24.0,24.0,24.0,22.0,24/10800,24/10811,0.0,2.0,10800.0,10811.0,No,none,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,450.0,450.4583333333333,3
1.0,1.0,,,,,S184H99004068,Orchard City Schools,Quinn,Davis,quinn.davis@example.edu,"Clark, Jesse",jesse.clark@agency.gov,8.0,5.0,27.0,21.0,27/2092,26/2092,0.0,0.0,2092.0,1642.0,No,GPRA 4 (attrition) was taken from EOP; grantee reported retention in the table rather than attrition.,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,77.48148148148148,80.46153846153847,2
1.0,1.0,,,,,S184H99004069,Pinebrook County School District,Drew,Wilson,drew.wilson@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,75.0,85.0,788.0,740.0,820/224538,822/224631,0.0,5.0,56700.0,143171.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,273.82682926829267,273.27372262773724,2
1.0,1.0,,,,,S184H99004070,Quarryside Public Schools,Reese,Moore,reese.moore@example.edu,"Young, Skyler",skyler.young@agency.gov,2.0,1.0,3.0,3.0,5/19000,4/19000,0.0,0.0,1217.0,887.0,No,none,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,3800.0,4750.0,3
1.0,1.0,,,,,S184H99004072,Stonecrest City Schools,Blake,Taylor,blake.taylor@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,22.0,20.0,23.0,25.0,23/13323,26/13198,2.0,1.0,1282.0,8706.0,No,Reported GPRA 4 as a percent; I was able to calculate whole number target and actual from EOP,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-02 07:02:51,579.2608695652174,507.61538461538464,3
,,1.0,1.0,1.0,1.0,S184H99004073,Tidewater County School District,Hayden,Thomas,hayden.thomas@example.edu,"Patel, Sam",sam.patel@agency.gov,12.0,2.0,12.0,12.0,12/19489,14/19489,0.0,0.0,3196.0,1087.0,No,Attrition target does not match info in explanation,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-04 08:07:21,1624.0833333333333,1392.0714285714287,2
,,1.0,1.0,1.0,1.0,S184H99004074,Upperfield Public Schools,Cameron,Jackson,cameron.jackson@example.edu,"Kim, Terry",terry.kim@agency.gov,5.0,5.0,23.0,23.0,1/300,24/3878,0.0,0.0,800.0,750.0,No,GPRA 3 ratios are simplified and cannot be calculated from EOP,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-05 07:25:46,300.0,161.58333333333334,3
,,1.0,1.0,1.0,1.0,S184H99004075,Vantage Unified School District,Peyton,White,peyton.white@example.edu,"Chen, Pat",pat.chen@agency.gov,4.0,4.0,9.0,9.0,9/1129,9/1129,1.0,1.0,386.0,386.0,Yes,GPRA 4 and 5 - Attrition number and total student numbers do not match data listed in the Explanation of Progress data. Confirmed with grantees resubmission that the E of Progress data is aligned with the GPRA table.,No,"Yes, includes number of providers","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","No, includes neither.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-05 07:58:46,125.44444444444444,125.44444444444444,5
,,1.0,1.0,1.0,1.0,S184H99004076,Westmoor City Schools,Sydney,Harris,sydney.harris@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,15.0,17.0,12.0,16.0,48/6832,33/6832,3.0,2.0,6832.0,7391.0,Yes,"GPRA 1, GPRA 2 targets are for life of grant. GPRA 1 explanation states target of 15 for year 2. GPRA 4 - target attrition differs from explanation. GPRA 5 total differs from explanation.",Yes,"Yes, includes number of providers","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-05 08:10:56,142.33333333333334,207.03030303030303,5
,,1.0,1.0,1.0,1.0,S184H99004077,Xanadu County School District,Harper,Martin,harper.martin@example.edu,"Robinson, Robin",robin.robinson@agency.gov,3.0,4.0,49.0,49.0,1/156,1/155,0.0,1.0,8049.0,8049.0,Yes,GPRA 3 data is not interpretable from the information provided in the table or EOP,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","No, does not include the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-05 08:48:48,156.0,155.0,3
,,1.0,1.0,1.0,1.0,S184H99004078,Yellowstone Public Schools,Emerson,Thompson,emerson.thompson@example.edu,"Clark, Jesse",jesse.clark@agency.gov,8.0,3.0,4.0,4.0,39/10958,53/10958,4.0,0.0,328.0,388.0,Maybe,Incorrect understanding of attrition - took information from EOP vs. number in the GPRA table to report attrition.,Yes,"Yes, includes both","No, does not include information about strategies used to support retention","No, does not include the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start and end of the reporting period.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-05 09:01:02,280.97435897435895,206.75471698113208,3
,,1.0,1.0,1.0,1.0,S184H99004079,Zion Unified School District,Logan,Lee,logan.lee@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,18.0,6.0,18.0,12.0,75/18802,56/18802,0.0,6.0,18802.0,18802.0,Yes,GPRA 3 targets and actual performance data should not be simplified fractions. The grantee should also provide raw numbers for GPRA 5 target and actual performance data.,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-06 10:08:41,250.69333333333333,335.75,2
,,1.0,1.0,1.0,1.0,S184H99004080,Arcadia City Schools,Finley,Walker,finley.walker@example.edu,"Young, Skyler",skyler.young@agency.gov,4.0,2.0,17.0,18.0,1/500,18/6512,2.0,0.0,2252.0,6512.0,Yes,"GPRA 4 Explanation of Progress needs to include any of the following: number of providers at beginning of the period, end of period, number leaving, or reason(s) for attrition.",Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","No, includes neither.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-06 10:12:17,500.0,361.77777777777777,3
,,1.0,1.0,1.0,1.0,S184H99004081,Birchwood County School District,Dakota,Hall,dakota.hall@example.edu,"Rivera, Dana",dana.rivera@agency.gov,7.0,7.0,17.0,17.0,27/1996,27/1996,5.0,5.0,1996.0,1996.0,Maybe,Do not see Executive Summary - but it seems to be linked (and I cannot open it).,No,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-09 07:05:16,73.92592592592592,73.92592592592592,5
,,1.0,1.0,1.0,1.0,S184H99004082,Coldspring Public Schools,Kendall,Allen,kendall.allen@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,4.0,4.0,7.0,5.0,5/769,5/769,8.0,3.0,775.0,414.0,Yes,GPRA1: Only Year 2 data needed; GPRA4: Verify accuracy regarding attrition.,Yes,"Yes, includes successes and challenges","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start and end of the reporting period.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-09 06:58:28,153.8,153.8,3
,,1.0,1.0,1.0,1.0,S184H99004083,Dawnfield Unified School District,Skyler,Young,skyler.young@example.edu,"Patel, Sam",sam.patel@agency.gov,6.0,6.0,6.0,0.0,224/63190,246/63333,0.0,0.0,240.0,1007.0,,,,,,,,,,,automation@smartsheet.com,2025-06-10 09:26:02,282.0982142857143,257.4512195121951,3
,,1.0,1.0,1.0,1.0,S184H99004084,Edgewood City Schools,Jamie,King,jamie.king@example.edu,"Kim, Terry",terry.kim@agency.gov,3.0,3.0,12.0,8.0,7/800,7/947,0.0,0.0,800.0,947.0,Maybe,EOP submitted. - SBG,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","No, includes neither.","No, does not include what services were provided and how how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-17 07:09:56,114.28571428571429,135.28571428571428,4
,,1.0,1.0,1.0,1.0,S184H99004085,Fireside County School District,Robin,Wright,robin.wright@example.edu,"Chen, Pat",pat.chen@agency.gov,7.0,8.0,6.0,6.0,1/718,14/8556,1.0,2.0,195.0,650.0,Maybe,"Attrition - data in table appears incorrect.  Actual Performance Data for attrition was available within EOP, but did not have a target.",Yes,"Yes, includes both","No, does not include information about strategies used to support retention","No, does not include the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-17 07:09:56,718.0,611.1428571428571,3
,,1.0,1.0,1.0,1.0,S184H99004086,Greyfield Public Schools,Terry,Scott,terry.scott@example.edu,"Martinez, Jamie",jamie.martinez@agency.gov,18.0,24.0,200.0,137.0,268/134303,389/134303,0.0,40.0,6000.0,20730.0,Yes,"GPRA 3 provide target numbers- for 2024 (not a simplified ratio) and GPRA 4, verify the attrition number of 58 is correct (that is the number of providers who left their position in 2024.",Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-17 07:09:56,501.1305970149254,345.2519280205656,2
,,1.0,1.0,1.0,1.0,S184H99004088,Ironclad City Schools,Dana,Nguyen,dana.nguyen@example.edu,"Clark, Jesse",jesse.clark@agency.gov,8.0,9.0,11.0,10.0,21/20500,19/20782,1.0,2.0,400.0,587.0,Yes,,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-17 07:09:56,976.1904761904761,1093.7894736842106,3
,,1.0,1.0,1.0,1.0,S184H99004089,Jadeview County School District,Chris,Hill,chris.hill@example.edu,"Lewis, Kendall",kendall.lewis@agency.gov,5.0,13.0,15.0,23.0,1/400,1/300,6.0,10.0,440.0,15828.0,Yes,Missing table and data for GPRA 1 -submit Target and Actual data,Yes,"No, includes neither","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes reasons for attrition.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-16 06:23:27,400.0,300.0,3
,,1.0,1.0,1.0,1.0,S184H99004091,Laurelwood Unified School District,Alex,Smith,alex.smith@example.edu,"Rivera, Dana",dana.rivera@agency.gov,5.0,5.0,5.0,5.0,16/3200,19/3200,0.0,0.0,2842.0,3157.0,Yes,GPRA 3 - ratio data are simplified (target and actual),Yes,"Yes, includes number of providers","No, does not include information about strategies used to support retention","No, does not include the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-17 07:09:56,200.0,168.42105263157896,4
,,1.0,1.0,1.0,1.0,S184H99004092,Midland City Schools,Jordan,Johnson,jordan.johnson@example.edu,"Nguyen, Chris",chris.nguyen@agency.gov,4.0,4.0,24.0,23.0,28/4760,28/5040,0.0,1.0,4760.0,5391.0,Yes,Attrition (GPRA 4) needs revision,Yes,"Yes, includes both","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-18 07:47:59,170.0,180.0,3
,,1.0,1.0,1.0,1.0,S184H99004093,Oldfield County School District,Morgan,Williams,morgan.williams@example.edu,"Patel, Sam",sam.patel@agency.gov,1.0,2.0,17.0,17.0,1/310,25/5973,0.0,0.0,775.0,1790.0,No,,Yes,"Yes, includes number of providers","Yes, includes activities and strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes number of providers at the start of the reporting period and how many left.","Yes, includes what services were provided and how grant or matching funds supported them.",,,automation@smartsheet.com,2025-06-19 10:32:14,310.0,238.92,4
,,1.0,1.0,1.0,1.0,S184H99004094,Pebblebrook Public Schools,Taylor,Brown,taylor.brown@example.edu,"Kim, Terry",terry.kim@agency.gov,1.0,1.0,3.0,3.0,4/252,4/252,0.0,0.0,252.0,252.0,No,,,,,,,,,,automation@smartsheet.com,2025-06-18 07:47:59,63.0,63.0,5
,,,,,,S184H99004095,Quailridge Unified School District,Casey,Jones,casey.jones@example.edu,"Chen, Pat",pat.chen@agency.gov,3.0,7.0,15.0,15.0,,25/2268,0.0,0.0,250.0,342.0,No,"Cover Letter as Executive Summary, GPRA data missing",Yes,"Yes, includes both","No, does not include information about strategies used to support retention","Yes, includes the ratio of students to providers within each participating LEA.","Yes, includes all of these.","No, does not include what services were provided and how how grant or matching funds supported them.",justin.kotoris@wisc.edu,06/18/25 8:45 AM,automation@smartsheet.com,2025-06-19 10:29:06,,90.72,4
